timestamp,asset_id,site_id,building_id,temperature,humidity,pressure,vibration,power_consumption,stat_anomaly,iforest_anomaly,iforest_score
2026-06-20 17:15:00,AST_0056,SITE_C,SITE_C_B2,6.33,42.73,101.47,13.457933733831585,170.53954050299376,True,False,0.05501674915943611
2026-06-20 21:00:00,AST_0046,SITE_C,SITE_C_B1,17.69,46.06,100.6,9.533335245498884,24.143881140477752,True,False,0.22321533323996295
2026-06-20 21:45:00,AST_0001,SITE_A,SITE_A_B1,5.9,44.83,101.16,13.022991117856568,166.46072541392667,True,False,0.06967551147887108
2026-06-20 22:45:00,AST_0035,SITE_B,SITE_B_B2,17.26,46.4,101.25,10.09977214072216,26.27117475599119,True,False,0.19517612522916755
2026-06-20 23:15:00,AST_0054,SITE_C,SITE_C_B1,23.04,44.73,100.8,1.314942792482605,0.0946465379783522,True,False,0.2886148532636584
2026-06-21 04:00:00,AST_0028,SITE_B,SITE_B_B1,25.18,47.38,101.28,14.818393776823202,16.06286958832606,True,False,0.18478179788070997
2026-06-21 04:00:00,AST_0004,SITE_A,SITE_A_B1,17.9,42.11,101.05,9.43724327220208,5.128,True,False,0.21140970113557495
2026-06-21 04:00:00,AST_0005,SITE_A,SITE_A_B1,24.54,48.38,100.75,14.332876438060392,14.773873880620885,True,False,0.20093756471777535
2026-06-21 07:15:00,AST_0033,SITE_B,SITE_B_B1,22.6,49.18,100.83,2.2960924145657797,0.3109814819288715,True,False,0.2857438221205351
2026-06-21 10:00:00,AST_0013,SITE_A,SITE_A_B2,17.72,50.22,101.22,8.243679814410175,26.66778881990048,True,False,0.2155981720131699
2026-06-21 10:30:00,AST_0065,SITE_C,SITE_C_B2,23.62,48.35,101.19,2.6501154740803265,0.1667581859618586,True,False,0.285883417704252
2026-06-21 11:15:00,AST_0022,SITE_A,SITE_A_B2,22.96,48.1,101.73,0.763,0.027,True,False,0.2525654261194552
2026-06-21 13:00:00,AST_0024,SITE_B,SITE_B_B1,18.54,45.94,101.3,10.807818259751256,25.31569542020973,True,False,0.19315323209071972
2026-06-21 14:15:00,AST_0066,SITE_C,SITE_C_B2,22.98,46.07,100.71,0.565,0.04,True,False,0.28768452046199855
2026-06-21 17:30:00,AST_0003,SITE_A,SITE_A_B1,18.06,60.84,102.13,1.808,6.321,True,False,0.14872240925692592
2026-06-21 22:15:00,AST_0007,SITE_A,SITE_A_B1,22.17,50.65,101.6,0.417,0.03,True,False,0.2564177365714643
2026-06-21 23:30:00,AST_0060,SITE_C,SITE_C_B2,25.19,47.66,101.05,16.588509074395937,13.295585096959002,True,False,0.17488909620337012
2026-06-22 04:45:00,AST_0026,SITE_B,SITE_B_B1,18.63,52.11,100.65,10.135174446673616,27.853124033629364,True,False,0.21613602435999513
2026-06-22 06:15:00,AST_0027,SITE_B,SITE_B_B1,25.7,47.37,101.12,15.238163975961877,11.790254445303304,True,False,0.18613015115966713
2026-06-22 06:45:00,AST_0042,SITE_B,SITE_B_B2,24.03,51.47,100.53,3.221609841582382,0.3515442839195939,True,False,0.29466483990959036
2026-06-22 08:00:00,AST_0055,SITE_C,SITE_C_B1,23.54,52.24,100.77,0.237,0.111,True,False,0.2003883747022911
2026-06-22 08:00:00,AST_0054,SITE_C,SITE_C_B1,22.22,48.39,101.21,0.254,0.111,True,False,0.21288638077718036
2026-06-22 08:00:00,AST_0035,SITE_B,SITE_B_B2,17.76,46.06,101.01,2.104,15.691,True,False,0.2280315872171469
2026-06-22 08:00:00,AST_0036,SITE_B,SITE_B_B2,19.01,50.16,100.88,1.943,17.605,True,False,0.23751555446652922
2026-06-22 08:00:00,AST_0037,SITE_B,SITE_B_B2,18.49,54.7,102.25,2.197,14.234,True,False,0.1705622943027183
2026-06-22 08:00:00,AST_0039,SITE_B,SITE_B_B2,25.56,46.63,101.2,2.619,9.015,True,False,0.23591152358398637
2026-06-22 08:00:00,AST_0041,SITE_B,SITE_B_B2,22.2,47.94,100.07,0.69,0.132,True,False,0.20925982569623297
2026-06-22 08:00:00,AST_0043,SITE_B,SITE_B_B2,24.135,47.95,101.0,0.623,0.118,True,False,0.24712809113108947
2026-06-22 08:00:00,AST_0034,SITE_B,SITE_B_B2,7.35,49.7,101.1,2.824,132.72,True,False,0.11883531118147206
2026-06-22 08:00:00,AST_0045,SITE_C,SITE_C_B1,7.21,49.3,100.64,2.538,123.824,True,False,0.12059110644472493
2026-06-22 08:00:00,AST_0050,SITE_C,SITE_C_B1,24.93,48.66,100.92,3.28,8.814,True,False,0.2674342205561954
2026-06-22 08:00:00,AST_0046,SITE_C,SITE_C_B1,17.75,45.82,101.34,2.212,18.162,True,False,0.217016885762854
2026-06-22 08:00:00,AST_0047,SITE_C,SITE_C_B1,18.36,46.56,101.55,2.191,16.81,True,False,0.21731736187530737
2026-06-22 08:00:00,AST_0048,SITE_C,SITE_C_B1,17.6,50.98,101.31,2.172,11.408,True,False,0.16562366932836925
2026-06-22 08:00:00,AST_0049,SITE_C,SITE_C_B1,24.49,51.54,101.73,2.988,8.787,True,False,0.21959554302898143
2026-06-22 08:00:00,AST_0038,SITE_B,SITE_B_B2,25.22,49.42,101.08500000000001,2.83,8.362,True,False,0.25827488372681023
2026-06-22 08:00:00,AST_0044,SITE_B,SITE_B_B2,23.81,46.39,101.39,0.0,0.118,True,False,0.2333108367155332
2026-06-22 08:00:00,AST_0026,SITE_B,SITE_B_B1,18.94,48.35,100.99,2.215,17.047,True,False,0.23702951344414586
2026-06-22 08:00:00,AST_0028,SITE_B,SITE_B_B1,25.53,46.67,100.89,3.068,8.601,True,False,0.263892389868852
2026-06-22 08:00:00,AST_0003,SITE_A,SITE_A_B1,17.19,49.35,101.1,2.085,14.117,True,False,0.16380467430108747
2026-06-22 08:00:00,AST_0004,SITE_A,SITE_A_B1,18.29,47.36,101.2,2.283,16.98,True,False,0.23630920726101012
2026-06-22 08:00:00,AST_0005,SITE_A,SITE_A_B1,25.73,44.08,101.67,3.141,8.892,True,False,0.2016221977808127
2026-06-22 08:00:00,AST_0006,SITE_A,SITE_A_B1,24.42,45.3,101.74,3.22,8.148,True,False,0.22305343085818968
2026-06-22 08:00:00,AST_0008,SITE_A,SITE_A_B1,22.85,46.24,101.45,0.663,0.117,True,False,0.23915762936343005
2026-06-22 08:00:00,AST_0009,SITE_A,SITE_A_B1,23.62,48.18,101.75,0.463,0.12,True,False,0.18441612784452677
2026-06-22 08:00:00,AST_0010,SITE_A,SITE_A_B1,22.59,45.09,101.2,0.241,0.109,True,False,0.23526371610708957
2026-06-22 08:00:00,AST_0011,SITE_A,SITE_A_B1,22.11,51.42,100.68,0.361,0.122,True,False,0.23797706715698574
2026-06-22 08:00:00,AST_0012,SITE_A,SITE_A_B2,6.05,47.39,101.64,3.033,146.104,True,False,0.09397748930319394
2026-06-22 08:00:00,AST_0031,SITE_B,SITE_B_B1,24.06,47.47,101.12,0.64,0.101,True,False,0.22449155364565326
2026-06-22 08:00:00,AST_0014,SITE_A,SITE_A_B2,17.86,45.68,101.83,1.785,12.6905,True,False,0.1723484604094303
2026-06-22 08:00:00,AST_0016,SITE_A,SITE_A_B2,23.52,43.6,101.47,3.455,8.356,True,False,0.19791023371865152
2026-06-22 08:00:00,AST_0017,SITE_A,SITE_A_B2,24.67,49.52,101.14,3.128,7.309,True,False,0.23923933265777136
2026-06-22 08:00:00,AST_0019,SITE_A,SITE_A_B2,23.43,49.26,101.92,0.283,0.118,True,False,0.20235794569258952
2026-06-22 08:00:00,AST_0021,SITE_A,SITE_A_B2,23.64,45.68,101.1,0.213,0.123,True,False,0.21751663916540842
2026-06-22 08:00:00,AST_0022,SITE_A,SITE_A_B2,23.12,48.8,101.16,0.204,0.129,True,False,0.21915213157113184
2026-06-22 08:00:00,AST_0023,SITE_B,SITE_B_B1,7.64,48.77,100.89,2.589,128.291,True,False,0.12205755666083073
2026-06-22 08:00:00,AST_0024,SITE_B,SITE_B_B1,18.08,53.21,101.16,2.461,18.01,True,False,0.22507367529438882
2026-06-22 08:00:00,AST_0025,SITE_B,SITE_B_B1,17.92,47.52,101.25,2.11,17.889,True,False,0.21201367856584735
2026-06-22 08:00:00,AST_0027,SITE_B,SITE_B_B1,24.83,53.33,101.1,3.146,7.981,True,False,0.25524392794439726
2026-06-22 08:00:00,AST_0015,SITE_A,SITE_A_B2,18.63,51.31,101.74,1.983,16.949,True,False,0.1955991368485419
2026-06-22 08:00:00,AST_0056,SITE_C,SITE_C_B2,7.12,45.5,101.4,3.033,148.505,True,False,0.10453541066525285
2026-06-22 08:00:00,AST_0002,SITE_A,SITE_A_B1,18.18,44.5,101.12,2.085,14.563,True,False,0.20706440630682232
2026-06-22 08:00:00,AST_0057,SITE_C,SITE_C_B2,18.7,51.99,101.66,2.151,16.73,True,False,0.2048115771120907
2026-06-22 08:00:00,AST_0058,SITE_C,SITE_C_B2,18.73,44.19,101.15,1.997,17.444,True,False,0.2208728814618489
2026-06-22 08:00:00,AST_0060,SITE_C,SITE_C_B2,24.94,50.49,101.24,3.871,9.783,True,False,0.26371609066666457
2026-06-22 08:00:00,AST_0065,SITE_C,SITE_C_B2,23.34,54.47,101.57,0.705,0.136,True,False,0.16708463291625986
2026-06-22 08:00:00,AST_0059,SITE_C,SITE_C_B2,19.0,50.19,101.28,2.189,16.639,True,False,0.2268447222707779
2026-06-22 08:00:00,AST_0061,SITE_C,SITE_C_B2,25.81,44.72,101.31,3.694,9.298,True,False,0.24657969649951317
2026-06-22 08:00:00,AST_0001,SITE_A,SITE_A_B1,6.69,47.825,100.95,2.896,145.028,True,False,0.10603646374484599
2026-06-22 08:15:00,AST_0016,SITE_A,SITE_A_B2,25.13,49.44,100.77,3.37,7.897,True,False,0.26208158307103496
2026-06-22 08:15:00,AST_0046,SITE_C,SITE_C_B1,17.07,39.66,100.97,2.393,16.861,True,False,0.19790215636626662
2026-06-22 08:15:00,AST_0043,SITE_B,SITE_B_B2,23.67,44.34,101.89,0.317,0.12,True,False,0.19292679227707749
2026-06-22 08:15:00,AST_0019,SITE_A,SITE_A_B2,24.63,47.71,101.43,0.353,0.121,True,False,0.23328882783982485
2026-06-22 08:15:00,AST_0020,SITE_A,SITE_A_B2,23.54,48.42,101.05,0.057,0.111,True,False,0.1694280837253329
2026-06-22 08:15:00,AST_0045,SITE_C,SITE_C_B1,7.51,47.8,101.54,2.544,133.237,True,False,0.10001954722158579
2026-06-22 08:15:00,AST_0021,SITE_A,SITE_A_B2,23.33,51.01,101.41,0.584,0.12,True,False,0.2401739749307069
2026-06-22 08:15:00,AST_0061,SITE_C,SITE_C_B2,25.55,46.89,101.08,3.645,10.323,True,False,0.2580757700188292
2026-06-22 08:15:00,AST_0015,SITE_A,SITE_A_B2,17.51,45.33,101.57,8.708967264057867,72.17023869749305,True,False,0.11725671260542125
2026-06-22 08:15:00,AST_0014,SITE_A,SITE_A_B2,16.61,50.29,100.92,1.655,18.132,True,False,0.18555390326258542
2026-06-22 08:15:00,AST_0023,SITE_B,SITE_B_B1,6.5,43.16,100.95,2.593,131.297,True,False,0.09907537598011762
2026-06-22 08:15:00,AST_0047,SITE_C,SITE_C_B1,17.71,47.46,101.29,2.236,17.98,True,False,0.20905748541749858
2026-06-22 08:15:00,AST_0017,SITE_A,SITE_A_B2,24.82,46.34,101.48,2.833,7.453,True,False,0.2459131568097136
2026-06-22 08:15:00,AST_0060,SITE_C,SITE_C_B2,26.75,43.58,101.47,3.459,9.767,True,False,0.23584780737000927
2026-06-22 08:15:00,AST_0025,SITE_B,SITE_B_B1,17.74,51.1,100.51,2.02,14.94,True,False,0.22748551313723753
2026-06-22 08:15:00,AST_0036,SITE_B,SITE_B_B2,18.24,45.56,101.61,2.332,18.773,True,False,0.153184173696424
2026-06-22 08:15:00,AST_0035,SITE_B,SITE_B_B2,17.81,50.83,100.72,1.655,15.643,True,False,0.2255484871210865
2026-06-22 08:15:00,AST_0034,SITE_B,SITE_B_B2,7.01,45.33,101.25,2.776,147.244,True,False,0.1074298052449485
2026-06-22 08:15:00,AST_0037,SITE_B,SITE_B_B2,18.3,49.63,101.52,1.728,16.623,True,False,0.1654936793761319
2026-06-22 08:15:00,AST_0059,SITE_C,SITE_C_B2,17.88,47.02,102.39,2.2325,16.944,True,False,0.1690582362141415
2026-06-22 08:15:00,AST_0032,SITE_B,SITE_B_B1,22.65,49.17,100.85,0.848,0.137,True,False,0.25626733487216047
2026-06-22 08:15:00,AST_0024,SITE_B,SITE_B_B1,18.62,51.02,100.92,2.243,18.129,True,False,0.23716693999647398
2026-06-22 08:15:00,AST_0038,SITE_B,SITE_B_B2,26.41,47.15,100.4,3.09,8.002,True,False,0.26483608266648606
2026-06-22 08:15:00,AST_0039,SITE_B,SITE_B_B2,25.23,41.93,101.53,2.905,8.474,True,False,0.20279735335938148
2026-06-22 08:15:00,AST_0028,SITE_B,SITE_B_B1,25.46,48.7,101.41,3.0,7.834,True,False,0.2506685276611141
2026-06-22 08:15:00,AST_0056,SITE_C,SITE_C_B2,7.02,49.33,100.98,2.71,145.879,True,False,0.10687319134047657
2026-06-22 08:15:00,AST_0027,SITE_B,SITE_B_B1,25.91,51.48,101.32,2.954,8.321,True,False,0.2513817970916475
2026-06-22 08:15:00,AST_0041,SITE_B,SITE_B_B2,22.59,48.98,100.98,0.524,0.12,True,False,0.17886775601327276
2026-06-22 08:15:00,AST_0048,SITE_C,SITE_C_B1,17.12,49.92,101.28,1.97,16.409,True,False,0.20414836660148394
2026-06-22 08:15:00,AST_0058,SITE_C,SITE_C_B2,17.79,49.07,101.66,2.176,16.58,True,False,0.19721453168956465
2026-06-22 08:15:00,AST_0063,SITE_C,SITE_C_B2,23.81,50.46,101.33,0.297,0.111,True,False,0.23564097606823353
2026-06-22 08:15:00,AST_0002,SITE_A,SITE_A_B1,19.3,46.64,101.21,2.211,15.44,True,False,0.23015893376417162
2026-06-22 08:15:00,AST_0005,SITE_A,SITE_A_B1,24.54,49.06,100.98,3.036,8.391,True,False,0.2695706077235019
2026-06-22 08:15:00,AST_0050,SITE_C,SITE_C_B1,24.68,45.63,101.49,3.235,8.967,True,False,0.25004600992086445
2026-06-22 08:15:00,AST_0010,SITE_A,SITE_A_B1,24.22,44.55,101.08,0.502,0.128,True,False,0.24390835431997343
2026-06-22 08:15:00,AST_0003,SITE_A,SITE_A_B1,17.7,47.295,101.31,2.106,14.529,True,False,0.18860958865690225
2026-06-22 08:15:00,AST_0054,SITE_C,SITE_C_B1,23.32,51.53,101.05,0.681,0.126,True,False,0.19228405317354857
2026-06-22 08:15:00,AST_0053,SITE_C,SITE_C_B1,23.97,51.77,101.01,0.413,0.13,True,False,0.24988881226044551
2026-06-22 08:15:00,AST_0066,SITE_C,SITE_C_B2,24.13,47.42,101.28,0.138,0.11,True,False,0.24206077699856948
2026-06-22 08:15:00,AST_0009,SITE_A,SITE_A_B1,23.71,45.08,100.33,0.34,0.125,True,False,0.24403114549924304
2026-06-22 08:15:00,AST_0001,SITE_A,SITE_A_B1,6.46,46.46,101.95,3.147,142.093,True,False,0.0848547329975694
2026-06-22 08:15:00,AST_0064,SITE_C,SITE_C_B2,22.89,50.24,101.08,0.0,0.13,True,False,0.15281648513701362
2026-06-22 08:15:00,AST_0004,SITE_A,SITE_A_B1,16.35,56.17,100.89,2.106,16.032,True,False,0.1438743455979411
2026-06-22 08:15:00,AST_0006,SITE_A,SITE_A_B1,25.04,53.72,100.92,3.355,7.756,True,False,0.17821257684218805
2026-06-22 08:15:00,AST_0049,SITE_C,SITE_C_B1,24.69,46.24,100.82,3.092,8.812,True,False,0.26751580783127804
2026-06-22 08:15:00,AST_0057,SITE_C,SITE_C_B2,18.93,47.01,100.41,2.149,17.13,True,False,0.23177316350771915
2026-06-22 08:15:00,AST_0012,SITE_A,SITE_A_B2,8.51,44.42,101.07,2.96,139.307,True,False,0.0937451296180617
2026-06-22 08:15:00,AST_0065,SITE_C,SITE_C_B2,23.94,40.67,101.33,0.793,0.176,True,False,0.22830871490503202
2026-06-22 08:30:00,AST_0001,SITE_A,SITE_A_B1,7.34,48.58,101.14,2.976,140.34,True,False,0.09597300133293762
2026-06-22 08:30:00,AST_0052,SITE_C,SITE_C_B1,21.26,44.04,101.77,0.526,0.121,True,False,0.19563989432669454
2026-06-22 08:30:00,AST_0039,SITE_B,SITE_B_B2,24.64,48.41,101.29,2.976,8.768,True,False,0.22516882812022565
2026-06-22 08:30:00,AST_0004,SITE_A,SITE_A_B1,17.66,46.61,101.11,2.289,17.279,True,False,0.2268352103038656
2026-06-22 08:30:00,AST_0053,SITE_C,SITE_C_B1,22.43,48.33,101.5,0.838,0.135,True,False,0.24431913307060366
2026-06-22 08:30:00,AST_0028,SITE_B,SITE_B_B1,25.52,46.14,101.72,3.0355,7.504,True,False,0.21931103115105438
2026-06-22 08:30:00,AST_0005,SITE_A,SITE_A_B1,24.99,50.46,101.31,3.083,9.038,True,False,0.25202689205183276
2026-06-22 08:30:00,AST_0038,SITE_B,SITE_B_B2,23.31,53.49,101.8,2.908,8.458,True,False,0.21829592313280088
2026-06-22 08:30:00,AST_0003,SITE_A,SITE_A_B1,17.76,45.24,101.53,1.875,14.51,True,False,0.2059747383611749
2026-06-22 08:30:00,AST_0041,SITE_B,SITE_B_B2,22.89,47.36,101.13,0.464,0.127,True,False,0.24064569126036606
2026-06-22 08:30:00,AST_0031,SITE_B,SITE_B_B1,23.99,47.91,100.71,0.46,0.125,True,False,0.2473402570894878
2026-06-22 08:30:00,AST_0037,SITE_B,SITE_B_B2,18.1,50.95,101.52,1.97,15.884,True,False,0.20987167369435217
2026-06-22 08:30:00,AST_0054,SITE_C,SITE_C_B1,23.2,50.13,101.26,0.373,0.131,True,False,0.24204051102321023
2026-06-22 08:30:00,AST_0055,SITE_C,SITE_C_B1,24.45,48.66,100.1,0.149,0.124,True,False,0.21396703057709376
2026-06-22 08:30:00,AST_0034,SITE_B,SITE_B_B2,7.19,47.25,100.96,3.013,134.356,True,False,0.12596275958659242
2026-06-22 08:30:00,AST_0036,SITE_B,SITE_B_B2,18.44,45.56,100.55,2.222,18.018,True,False,0.2341139967889334
2026-06-22 08:30:00,AST_0002,SITE_A,SITE_A_B1,17.97,49.82,101.2,2.297,14.323,True,False,0.233213673964497
2026-06-22 08:30:00,AST_0035,SITE_B,SITE_B_B2,18.06,47.71,101.67,2.121,16.195,True,False,0.2044810953996991
2026-06-22 08:30:00,AST_0059,SITE_C,SITE_C_B2,19.33,50.26,101.12,2.276,17.795,True,False,0.24072364232051507
2026-06-22 08:30:00,AST_0058,SITE_C,SITE_C_B2,17.69,52.76,100.65,2.079,15.397,True,False,0.20491470545656648
2026-06-22 08:30:00,AST_0056,SITE_C,SITE_C_B2,7.13,53.68,101.23,3.281,140.323,True,False,0.06514936492701284
2026-06-22 08:30:00,AST_0025,SITE_B,SITE_B_B1,18.55,49.22,101.4,2.177,16.701,True,False,0.22050492331288124
2026-06-22 08:30:00,AST_0048,SITE_C,SITE_C_B1,18.72,45.33,100.94,1.967,16.477,True,False,0.2293009412824421
2026-06-22 08:30:00,AST_0057,SITE_C,SITE_C_B2,17.93,48.78,100.55,2.456,17.241,True,False,0.2368508124002815
2026-06-22 08:30:00,AST_0049,SITE_C,SITE_C_B1,24.95,41.31,101.12,3.025,8.4415,True,False,0.19925369687131772
2026-06-22 08:30:00,AST_0014,SITE_A,SITE_A_B2,18.31,45.04,100.8,1.98,16.77,True,False,0.22158026706841366
2026-06-22 08:30:00,AST_0047,SITE_C,SITE_C_B1,18.33,56.3,101.62,2.12,16.304,True,False,0.18876463291676354
2026-06-22 08:30:00,AST_0016,SITE_A,SITE_A_B2,25.49,46.23,101.21,3.462,8.495,True,False,0.26013156652301034
2026-06-22 08:30:00,AST_0046,SITE_C,SITE_C_B1,17.97,49.12,101.02,2.574,17.246,True,False,0.21539828931314442
2026-06-22 08:30:00,AST_0050,SITE_C,SITE_C_B1,25.17,51.22,101.59,3.184,9.782,True,False,0.23528293118195814
2026-06-22 08:30:00,AST_0045,SITE_C,SITE_C_B1,7.23,47.46,100.82,2.723,118.538,True,False,0.12493755491471037
2026-06-22 08:30:00,AST_0017,SITE_A,SITE_A_B2,25.045,54.75,100.93,2.849,8.339,True,False,0.24908426966439745
2026-06-22 08:30:00,AST_0012,SITE_A,SITE_A_B2,8.21,45.52,101.11,2.997,144.041,True,False,0.07088630960259645
2026-06-22 08:30:00,AST_0006,SITE_A,SITE_A_B1,24.98,49.75,101.2,3.2785,8.507,True,False,0.26694349984155324
2026-06-22 08:30:00,AST_0061,SITE_C,SITE_C_B2,25.08,49.89,101.22,3.646,9.366,True,False,0.2575394161460175
2026-06-22 08:30:00,AST_0008,SITE_A,SITE_A_B1,22.86,52.58,101.45,0.758,0.116,True,False,0.2080665122420502
2026-06-22 08:30:00,AST_0021,SITE_A,SITE_A_B2,22.43,52.98,101.1,0.459,0.142,True,False,0.2423725246056026
2026-06-22 08:30:00,AST_0023,SITE_B,SITE_B_B1,6.91,49.1,100.95,2.756,122.486,True,False,0.11549482387005461
2026-06-22 08:45:00,AST_0028,SITE_B,SITE_B_B1,26.08,45.55,101.41,3.071,8.927,True,False,0.24226848127416883
